comment,label,cleaned_comment
من از اقامت در این هتل بسیار راضی و به دیگران نیز این هتل را توصیه می‌کنم .,1,من از اقامت در این هتل بسیار راضی و به دیگران نیز این هتل را توصیه می‌کنم.
سالن صبحانه بسیار شلوغ و متراکم است .,0,سالن صبحانه بسیار شلوغ و متراکم است.
مجموعا هتل خوبی است .,1,مجموعا هتل خوبی است.
همه چیز عالی و به صورت کامل ارائه شده بود .,1,همه چیز عالی و به صورت کامل ارائه‌شده بود.
از این هتل راضی بودم .,1,از این هتل راضی بودم.
هتل خوب و مناسب بود .,1,هتل خوب و مناسب بود.
هتل قصر بین‌المللی مشهد هتل خوبی است به شرط داشتن توانایی مالی .,1,هتل قصر بین‌المللی مشهد هتل خوبی است به شرط داشتن توانایی مالی.
غذای رستوران هتل خیلی خوب بود .,1,غذای رستوران هتل خیلی خوب بود.
هزینه‌‌ها خیلی بالا بود .,1,هزینه‌ها خیلی بالا بود.
داخل حمام هتل هم کمی ازلحاظ تمیزی مشکل داشت .,1,داخل حمام هتل هم کمی ازلحاظ تمیزی مشکل داشت.
ممنون از خدمات خوب .,1,ممنون از خدمات خوب.
در مورد کارکنان برخورد عالی بود .,1,در مورد کارکنان برخورد عالی بود.
بخش خدمات و پذیرش هم خیلی خوب بود .,1,بخش خدمات و پذیرش هم خیلی خوب بود.
از این بابت خیلی خوشحال بودم .,1,از این بابت خیلی خوشحال بودم.
آن‌ها در رفت و آمد مشکل داشتند .,1,آن‌ها در رفت و آمد مشکل داشتند.
از اقامت در هتل لذت بردیم .,1,از اقامت در هتل لذت بردیم.
سر و صدای زیاد در هتل آرامش را به هم میزند .,0,سر و صدای زیاد در هتل آرامش را به هم می‌زند.
خدمات هتل واقعا عالی بود .,1,خدمات هتل واقعا عالی بود.
اتاق‌ها ، کارمندان هتل ، میز عصرانه همه چیز خیلی خوب بود .,1,اتاق‌ها، کارمندان هتل، میز عصرانه همه چیز خیلی خوب بود.
در تمامی هتل‌‌های ۴ و ۵ ستاره خدماتی مثل آب و چای رایگان می‌باشد .,1,در تمامی هتل‌های ۴ و ۵ ستاره خدماتی مثل آب و چای رایگان می‌باشد.
برخورد کارمندان خوب است .,1,برخورد کارمندان خوب است.
رستوران خوب .,1,رستوران خوب.
پذیرش متوسط .,1,پذیرش متوسط.
روم سرویس خوب .,1,روم سرویس خوب.
نظافت ضعیف .,0,نظافت ضعیف.
روبالشی لکه داشت .,0,روبالشی لکه داشت.
برخورد کلیه پرسنل بسیار عالی بود .,1,برخورد کلیه پرسنل بسیار عالی بود.
رسیدگی بسیار خوبی داشتند .,1,رسیدگی بسیار خوبی داشتند.
کیفیت غذا و پذیرایی بسیار عالی بود .,1,کیفیت غذا و پذیرایی بسیار عالی بود.
کلیه پرسنل در تمام مراحل از رزرو تا تسویه حساب بسیار خوش برخورد بودند .,1,کلیه پرسنل در تمام مراحل از رزرو تا تسویه حساب بسیار خوش‌برخورد بودند.
برخورد محترمانه .,1,برخورد محترمانه.
همه چیز خوب و عالی بود .,1,همه چیز خوب و عالی بود.
برخورد مناسب پرسنل .,1,برخورد مناسب پرسنل.
فضای آرام و دوست‌داشتنی .,1,فضای آرام و دوست‌داشتنی.
رستوران عالی .,1,رستوران عالی.
نزدیکی به حرم مطهر .,1,نزدیکی به حرم مطهر.
ترانسفر خوب و بدون معطلی از مزایای اقامت دراین هتل ۵ ستاره بود .,1,ترانسفر خوب و بدون معطلی از مزایای اقامت دراین هتل ۵ ستاره بود.
صدا مزاحم آرامش ما بود .,0,صدا مزاحم آرامش ما بود.
احتمالا عایق صوتی مناسبی استفاده نشده بود .,0,احتمالا عایق صوتی مناسبی استفاده نشده بود.
در کل سه شب اقامت بسیار عالی در این هتل تجربه کردم و به همه توصیه می‌کنم .,1,در کل سه شب اقامت بسیار عالی در این هتل تجربه کردم و به همه توصیه می‌کنم.
هتل خوبی هست .,1,هتل خوبی هست.
کمی قدیمی هست .,0,کمی قدیمی هست.
رسیدگی خوب هست .,1,رسیدگی خوب هست.
غذا خوب هست .,1,غذا خوب هست.
تنوع صبحانه عالی هست .,1,تنوع صبحانه عالی هست.
تنوع عصرانه متوسط هست .,1,تنوع عصرانه متوسط هست.
سرویس بهداشتی عالی .,1,سرویس بهداشتی عالی.
من راضی بودم .,1,من راضی بودم.
همه چیزمرتب هست .,1,همه چیزمرتب هست.
برخورد کارکنان خوب و رضایت بخش بود .,1,برخورد کارکنان خوب و رضایت‌بخش بود.
کارکنان هتل مودب هستند و کارشان را بلد هستند .,1,کارکنان هتل مودب هستند و کارشان را بلد هستند.
غذا‌های هتل با کیفیت و عالی هستند .,1,غذا‌های هتل با کیفیت و عالی هستند.
قیمت بالایی هم دارند .,1,قیمت بالایی هم دارند.
قیمت هتل هم طبعا بالا است .,0,قیمت هتل هم طبعا بالا است.
بنابراین بسیار مناسب بود .,1,بنابراین بسیار مناسب بود.
رضایت بخش .,1,رضایت‌بخش.
اتاق آرام و تمیز .,1,اتاق آرام و تمیز.
تنوع غذایی زیاد .,1,تنوع غذایی زیاد.
دسترسی آسان .,1,دسترسی آسان.
هتل بسیار خوبی است .,1,هتل بسیار خوبی است.
کیفیت غذا خوب .,1,کیفیت غذا خوب.
 غذا  گران‌تر از انتظار است .,0,غذا گران‌تر از انتظار است.
ازمعایب هتل به محدود بودن حجم اینترنت و پولی بودن تماشای فیلم‌‌های کانال خود هتل می‌توان اشاره کرد .,0,ازمعایب هتل به محدود بودن حجم اینترنت و پولی بودن تماشای فیلم‌های کانال خود هتل می‌توان اشاره کرد.
در مجموع از انتخاب این هتل کاملا راضی هستیم .,1,در مجموع از انتخاب این هتل کاملا راضی هستیم.
پارکینگ مدیریت خوبی نداشت .,0,پارکینگ مدیریت خوبی نداشت.
الباقی عالی بود .,1,الباقی عالی بود.
کلیه سرویس‌های پرسنل خدماتی بسیار خوب بود .,1,کلیه سرویس‌های پرسنل خدماتی بسیار خوب بود.
کیفیت غذای رستوران نسبت به گذشته بسیار متفاوت و خوب شده بود .,1,کیفیت غذای رستوران نسبت به گذشته بسیار متفاوت و خوب شده بود.
سرویس صبحانه خیلی خوب بود .,1,سرویس صبحانه خیلی خوب بود.
استفاده از آسانسور‌ها بسیار پر دردسر و در بعضی مواقع کلافه کننده بود .,0,استفاده از آسانسور‌ها بسیار پر دردسر و در بعضی مواقع کلافه کننده بود.
سرویس پارکینگ بدون در نظر گرفتن شیب بسیار تند بسیار کلافه کننده بود .,0,سرویس پارکینگ بدون در نظر گرفتن شیب بسیار تند بسیار کلافه کننده بود.
همه امور با برنامه و مرتب و احترام آمیز بود .,1,همه امور با برنامه و مرتب و احترام‌آمیز بود.
عموم کارکنان محترم و با نزاکت و با شخصیت بودند .,1,عموم کارکنان محترم و با نزاکت و با شخصیت بودند.
خوب بود .,1,خوب بود.
در بخش رستوران هماهنگی لازم نبود .,0,در بخش رستوران هماهنگی لازم نبود.
یکی از گارسون‌ها بسیار بداخلاق بود .,0,یکی از گارسون‌ها بسیار بداخلاق بود.
بسیار عالی .,1,بسیار عالی.
دارای آفرهای خوب از نظر هزینه است .,1,دارای آفرهای خوب از نظر هزینه است.
نزدیکی به حرم .,1,نزدیکی به حرم.
اتاق‌‌های نسبتا بزرگ .,1,اتاق‌های نسبتا بزرگ.
سرو مواد غذایی نه چندان مرغوب و تازه .,0,سرو مواد غذایی نه چندان مرغوب و تازه.
قیمت بالای رستورانها .,1,قیمت بالای رستورانها.
هتل در زمینه‌‌های تمیزی اتاق‌‌ها ، کیفیت غذا و ترانسفر بسیار خوب بود .,1,هتل در زمینه‌های تمیزی اتاق‌ها، کیفیت غذا و ترانسفر بسیار خوب بود.
برخورد یکی از کارکنان رستوران ناشایست بود که به پذیرش هتل اعلام نمودیم .,0,برخورد یکی از کارکنان رستوران ناشایست بود که به پذیرش هتل اعلام نمودیم.
